order id,order date,customer id,product id,quantity,customer name,customer email,phone number,address line 1,city,country,postcode,loyalty card,coffee type,roast type,size,unit price,price per 100g,profit
SLD-63003-334,2024-02-17,55515-37571-RS,L-M-0.2,6,Wain Stearley,wstearleye1@census.gov,+1 (336) 213-3687,7 La Follette Road,High Point,United States,27264,No,Lib,M,0.2,4.365,2.1825,0.56745
BXN-64230-789,2022-12-19,25598-77476-CB,A-L-1,2,Diane-marie Wincer,dwincere2@marriott.com,+1 (915) 676-6367,04 Stuart Way,El Paso,United States,88546,Yes,Ara,L,1.0,12.95,1.295,1.1655
XEE-37895-169,2021-02-20,14888-85625-TM,A-L-2.5,3,Perry Lyfield,plyfielde3@baidu.com,+1 (216) 614-9325,1263 Thackeray Parkway,Cleveland,United States,44185,Yes,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995
ZTX-80764-911,2023-01-14,92793-68332-NR,L-D-0.5,6,Heall Perris,hperrise4@studiopress.com,+353 (954) 293-8675,043 Bashford Point,Ballymahon,Ireland,F52,No,Lib,D,0.5,7.77,1.5539999999999998,1.0101
WVT-88135-549,2021-11-16,66458-91190-YC,A-D-1,3,Marja Urion,murione5@alexa.com,+353 (715) 989-0283,2 Sycamore Avenue,Virginia,Ireland,D18,Yes,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999
IPA-94170-889,2021-12-04,64439-27325-LG,R-L-0.2,3,Camellia Kid,ckide6@narod.ru,+353 (866) 707-2603,37515 Wayridge Lane,Whitegate,Ireland,D15,Yes,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996
YQL-63755-365,2022-07-31,78570-76770-LB,A-M-0.2,4,Carolann Beine,cbeinee7@xinhuanet.com,+1 (205) 468-0236,81 West Plaza,Birmingham,United States,35244,Yes,Ara,M,0.2,3.375,1.6875,0.30374999999999996
RKW-81145-984,2021-03-11,98661-69719-VI,L-L-1,3,Celia Bakeup,cbakeupe8@globo.com,+1 (320) 375-8504,73 Bellgrove Circle,Saint Cloud,United States,56372,No,Lib,L,1.0,15.85,1.585,2.0605
MBT-23379-866,2024-05-10,82990-92703-IX,L-L-1,5,Nataniel Helkin,nhelkine9@example.com,,9 Loftsgordon Pass,Philadelphia,United States,19191,No,Lib,L,1.0,15.85,1.585,2.0605
GEJ-39834-935,2023-12-25,49412-86877-VY,L-M-0.2,6,Pippo Witherington,pwitheringtonea@networkadvertising.org,+1 (810) 202-8870,63 School Crossing,Detroit,United States,48211,Yes,Lib,M,0.2,4.365,2.1825,0.56745
KRW-91640-596,2024-04-22,70879-00984-FJ,R-L-0.5,3,Tildie Tilzey,ttilzeyeb@hostgator.com,+1 (314) 876-7205,2812 Westend Hill,Saint Louis,United States,63180,No,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999
AOT-70449-651,2024-06-11,53414-73391-CR,R-D-2.5,5,Cindra Burling,,+1 (518) 562-5402,5461 Anniversary Crossing,Schenectady,United States,12305,Yes,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999
DGC-21813-731,2024-04-27,43606-83072-OA,L-D-0.2,2,Channa Belamy,,+1 (863) 303-5561,14 American Ash Parkway,Lakeland,United States,33805,No,Lib,D,0.2,3.885,1.9425,0.50505
JBE-92943-643,2022-12-29,84466-22864-CE,E-D-2.5,5,Karl Imorts,kimortsee@alexa.com,+1 (321) 156-1160,250 Elmside Junction,Melbourne,United States,32941,No,Exc,D,2.5,27.945,1.1178,3.07395
ZIL-34948-499,2022-07-14,66458-91190-YC,A-D-0.5,2,Marja Urion,murione5@alexa.com,+353 (715) 989-0283,2 Sycamore Avenue,Virginia,Ireland,D18,Yes,Ara,D,0.5,5.97,1.194,0.5373
JSU-23781-256,2023-09-07,76499-89100-JQ,L-D-0.2,1,Mag Armistead,marmisteadeg@blogtalkradio.com,+1 (504) 611-3400,805 Kenwood Plaza,New Orleans,United States,70179,No,Lib,D,0.2,3.885,1.9425,0.50505
JSU-23781-256,2023-09-07,76499-89100-JQ,R-M-1,4,Mag Armistead,marmisteadeg@blogtalkradio.com,+1 (504) 611-3400,805 Kenwood Plaza,New Orleans,United States,70179,No,Rob,M,1.0,9.95,0.9949999999999999,0.597
VPX-44956-367,2021-06-09,39582-35773-ZJ,R-M-0.5,5,Vasili Upstone,vupstoneei@google.pl,+1 (785) 366-9983,7 Dunning Trail,Topeka,United States,66617,No,Rob,M,0.5,5.97,1.194,0.35819999999999996
VTB-46451-959,2022-10-25,66240-46962-IO,L-D-2.5,1,Berty Beelby,bbeelbyej@rediff.com,+353 (537) 360-4393,844 Sachs Avenue,Lucan,Ireland,K78,No,Lib,D,2.5,29.784999999999997,1.1913999999999998,3.8720499999999998
DNZ-11665-950,2023-02-28,10637-45522-ID,L-L-2.5,2,Erny Stenyng,,+1 (217) 450-8384,8 Pond Parkway,Springfield,United States,62723,No,Lib,L,2.5,36.455,1.4582,4.7391499999999995
ITR-54735-364,2022-07-26,92599-58687-CS,R-D-0.2,5,Edin Yantsurev,,+1 (856) 793-3491,208 Main Park,Camden,United States,8104,Yes,Rob,D,0.2,2.6849999999999996,1.3424999999999998,0.16109999999999997
YDS-02797-307,2024-06-05,06058-48844-PI,E-M-2.5,4,Webb Speechly,wspeechlyem@amazon.com,+1 (206) 440-5750,5 Helena Center,Seattle,United States,98185,Yes,Exc,M,2.5,31.624999999999996,1.265,3.47875
BPG-68988-842,2021-02-21,53631-24432-SY,E-M-0.5,5,Irvine Phillpot,iphillpoten@buzzfeed.com,+44 (610) 826-3107,07208 Eastlawn Drive,Wootton,United Kingdom,NN4,No,Exc,M,0.5,8.25,1.65,0.9075
XZG-51938-658,2022-04-05,18275-73980-KL,E-L-0.5,6,Lem Pennacci,lpennaccieo@statcounter.com,+1 (254) 597-0519,23 Kinsman Way,Waco,United States,76711,No,Exc,L,0.5,8.91,1.782,0.9801
KAR-24978-271,2021-01-10,23187-65750-HZ,R-M-1,6,Starr Arpin,sarpinep@moonfruit.com,+1 (804) 588-4160,12 Bobwhite Road,Richmond,United States,23242,No,Rob,M,1.0,9.95,0.9949999999999999,0.597
FQK-28730-361,2024-04-12,22725-79522-GP,R-M-1,6,Donny Fries,dfrieseq@cargocollective.com,+1 (419) 138-9171,404 Granby Trail,Toledo,United States,43610,No,Rob,M,1.0,9.95,0.9949999999999999,0.597
BGB-67996-089,2024-01-30,06279-72603-JE,R-D-1,5,Rana Sharer,rsharerer@flavors.me,+1 (304) 632-1951,0 Granby Parkway,Huntington,United States,25705,No,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999
XMC-20620-809,2023-05-14,83543-79246-ON,E-M-0.5,2,Nannie Naseby,nnasebyes@umich.edu,+1 (407) 225-7234,84666 Melvin Street,Winter Haven,United States,33884,Yes,Exc,M,0.5,8.25,1.65,0.9075
ZSO-58292-191,2024-06-12,66794-66795-VW,R-D-0.5,4,Rea Offell,,+1 (214) 171-1701,3356 Ruskin Way,Dallas,United States,75323,No,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993
LWJ-06793-303,2024-01-02,95424-67020-AP,R-M-2.5,2,Kris O'Cullen,koculleneu@ca.gov,+353 (284) 183-7528,39 Chinook Crossing,Adare,Ireland,H54,Yes,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998
FLM-82229-989,2024-01-24,73017-69644-MS,L-L-0.2,2,Timoteo Glisane,,+353 (316) 279-4429,2 Coolidge Crossing,Ballivor,Ireland,D17,No,Lib,L,0.2,4.755,2.3775,0.61815
CPV-90280-133,2021-03-20,66458-91190-YC,R-D-0.2,3,Marja Urion,murione5@alexa.com,+353 (715) 989-0283,2 Sycamore Avenue,Virginia,Ireland,D18,Yes,Rob,D,0.2,2.6849999999999996,1.3424999999999998,0.16109999999999997
OGW-60685-912,2022-11-21,67423-10113-LM,E-D-2.5,4,Hildegarde Brangan,hbranganex@woothemes.com,,5 Pleasure Junction,Evansville,United States,47747,Yes,Exc,D,2.5,27.945,1.1178,3.07395
DEC-11160-362,2023-10-13,48582-05061-RY,R-D-0.2,4,Amii Gallyon,agallyoney@engadget.com,,229 Spohn Center,Naperville,United States,60567,Yes,Rob,D,0.2,2.6849999999999996,1.3424999999999998,0.16109999999999997
WCT-07869-499,2023-10-19,32031-49093-KE,R-D-0.5,5,Birgit Domange,bdomangeez@yahoo.co.jp,,5 Sherman Drive,Charleston,United States,29424,No,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993
FHD-89872-325,2021-04-29,31715-98714-OO,L-L-1,4,Killian Osler,koslerf0@gmpg.org,+1 (517) 647-5356,81 Stuart Street,Lansing,United States,48930,Yes,Lib,L,1.0,15.85,1.585,2.0605
AZF-45991-584,2021-10-12,73759-17258-KA,A-D-2.5,1,Lora Dukes,,+353 (963) 987-6580,4 Lakewood Gardens Lane,Boyle,Ireland,F52,Yes,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995
MDG-14481-513,2023-05-19,64897-79178-MH,A-M-2.5,4,Zack Pellett,zpellettf2@dailymotion.com,+1 (318) 218-5955,0 Lukken Court,Shreveport,United States,71115,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994
OFN-49424-848,2023-07-03,73346-85564-JB,R-L-2.5,2,Ilaire Sprakes,isprakesf3@spiegel.de,+1 (408) 319-9787,1969 Lakeland Avenue,San Jose,United States,95194,No,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998
NFA-03411-746,2022-02-08,07476-13102-NJ,A-L-0.5,2,Heda Fromant,hfromantf4@ucsd.edu,+1 (610) 156-1700,3341 Cascade Park,Philadelphia,United States,19104,No,Ara,L,0.5,7.77,1.5539999999999998,0.6992999999999999
CYM-74988-450,2022-10-16,87223-37422-SK,L-D-0.2,4,Rufus Flear,rflearf5@artisteer.com,+44 (271) 881-4912,30 Mayer Terrace,Sheffield,United Kingdom,S33,No,Lib,D,0.2,3.885,1.9425,0.50505
WTV-24996-658,2022-10-23,57837-15577-YK,E-D-2.5,3,Dom Milella,,+353 (361) 732-3444,87 Cascade Crossing,Manorhamilton,Ireland,H16,No,Exc,D,2.5,27.945,1.1178,3.07395
DSL-69915-544,2023-03-10,10142-55267-YO,R-L-0.2,3,Wilek Lightollers,wlightollersf9@baidu.com,+1 (646) 793-8756,8 Sunnyside Lane,New York City,United States,10060,Yes,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996
NBT-35757-542,2023-07-07,73647-66148-VM,E-L-0.2,3,Bette-ann Munden,bmundenf8@elpais.com,+1 (405) 290-3207,465 Oxford Street,Oklahoma City,United States,73119,Yes,Exc,L,0.2,4.455,2.2275,0.49005
OYU-25085-528,2023-02-05,10142-55267-YO,E-L-0.2,4,Wilek Lightollers,wlightollersf9@baidu.com,+1 (646) 793-8756,8 Sunnyside Lane,New York City,United States,10060,Yes,Exc,L,0.2,4.455,2.2275,0.49005
XCG-07109-195,2022-12-11,92976-19453-DT,L-D-0.2,6,Nick Brakespear,nbrakespearfa@rediff.com,+1 (973) 380-3976,2 Jenna Hill,Newark,United States,7112,Yes,Lib,D,0.2,3.885,1.9425,0.50505
YZA-25234-630,2024-05-13,89757-51438-HX,E-D-0.2,2,Malynda Glawsop,mglawsopfb@reverbnation.com,+1 (203) 608-9937,682 Express Court,New Haven,United States,6510,No,Exc,D,0.2,3.645,1.8225,0.40095000000000003
OKU-29966-417,2021-10-23,76192-13390-HZ,E-L-0.2,4,Granville Alberts,galbertsfc@etsy.com,+44 (788) 686-0408,0 Pierstorff Center,Belfast,United Kingdom,BT2,Yes,Exc,L,0.2,4.455,2.2275,0.49005
MEX-29350-659,2022-09-11,02009-87294-SY,E-M-1,5,Vasily Polglase,vpolglasefd@about.me,,63 Maryland Trail,Toledo,United States,43610,No,Exc,M,1.0,13.75,1.375,1.5125
NOY-99738-977,2021-09-29,82872-34456-LJ,R-L-2.5,2,Madelaine Sharples,,+44 (572) 727-1868,0 Mayfield Avenue,Newton,United Kingdom,IV1,Yes,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998
TCR-01064-030,2023-03-03,13181-04387-LI,E-M-1,6,Sigfrid Busch,sbuschff@so-net.ne.jp,+353 (953) 333-8754,6666 Express Pass,Bantry,Ireland,P75,No,Exc,M,1.0,13.75,1.375,1.5125
YUL-42750-776,2023-11-23,24845-36117-TI,L-M-0.2,2,Cissiee Raisbeck,craisbeckfg@webnode.com,,8026 Nobel Parkway,Shreveport,United States,71161,Yes,Lib,M,0.2,4.365,2.1825,0.56745
XQJ-86887-506,2023-11-06,66458-91190-YC,E-L-1,4,Marja Urion,murione5@alexa.com,+353 (715) 989-0283,2 Sycamore Avenue,Virginia,Ireland,D18,Yes,Exc,L,1.0,14.85,1.4849999999999999,1.6335
CUN-90044-279,2023-01-29,86646-65810-TD,L-D-0.2,4,Kenton Wetherick,,+1 (859) 628-7241,6976 Knutson Lane,Lexington,United States,40515,Yes,Lib,D,0.2,3.885,1.9425,0.50505
ICC-73030-502,2024-04-16,59480-02795-IU,A-L-1,3,Reamonn Aynold,raynoldfj@ustream.tv,+1 (414) 429-0919,0380 Orin Road,Milwaukee,United States,53263,Yes,Ara,L,1.0,12.95,1.295,1.1655
ADP-04506-084,2023-07-24,61809-87758-LJ,E-M-2.5,6,Hatty Dovydenas,,+1 (281) 416-9557,227 Huxley Hill,Amarillo,United States,79176,Yes,Exc,M,2.5,31.624999999999996,1.265,3.47875
PNU-22150-408,2021-08-11,77408-43873-RS,A-D-0.2,6,Nathaniel Bloxland,,+353 (652) 208-7526,04385 Tony Alley,Daingean,Ireland,E91,Yes,Ara,D,0.2,2.985,1.4925,0.26865
VSQ-07182-513,2021-07-23,18366-65239-WF,L-L-0.2,6,Brendan Grece,bgrecefm@naver.com,+44 (933) 508-3795,5 Butterfield Plaza,Halton,United Kingdom,LS9,No,Lib,L,0.2,4.755,2.3775,0.61815
SPF-31673-217,2022-06-09,19485-98072-PS,E-M-1,6,Don Flintiff,dflintiffg1@e-recht24.de,,7 Helena Junction,London,United Kingdom,WC1B,No,Exc,M,1.0,13.75,1.375,1.5125
NEX-63825-598,2022-02-22,72072-33025-SD,R-L-0.5,2,Abbe Thys,athysfo@cdc.gov,+1 (865) 217-6208,847 Sloan Parkway,Knoxville,United States,37924,No,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999
XPG-66112-335,2022-07-19,58118-22461-GC,R-D-2.5,4,Jackquelin Chugg,jchuggfp@about.me,+1 (913) 466-8319,973 Kings Hill,Shawnee Mission,United States,66225,No,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999
NSQ-72210-345,2023-09-20,90940-63327-DJ,A-M-0.2,6,Audra Kelston,akelstonfq@sakura.ne.jp,+1 (954) 981-8804,9522 Oak Valley Way,Fort Lauderdale,United States,33330,Yes,Ara,M,0.2,3.375,1.6875,0.30374999999999996
XRR-28376-277,2023-05-02,64481-42546-II,R-L-2.5,6,Elvina Angel,,+353 (921) 742-1111,4 Hanson Parkway,Tralee,Ireland,V92,No,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998
WHQ-25197-475,2023-11-26,27536-28463-NJ,L-L-0.2,4,Claiborne Mottram,cmottramfs@harvard.edu,+1 (512) 333-9861,5 Monument Point,Austin,United States,78715,Yes,Lib,L,0.2,4.755,2.3775,0.61815
HMB-30634-745,2022-02-18,19485-98072-PS,A-D-2.5,6,Don Flintiff,dflintiffg1@e-recht24.de,,7 Helena Junction,London,United Kingdom,WC1B,No,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995
XTL-68000-371,2022-04-07,70140-82812-KD,A-M-0.5,4,Donalt Sangwin,dsangwinfu@weebly.com,+1 (301) 879-4079,47 Granby Junction,Hyattsville,United States,20784,No,Ara,M,0.5,6.75,1.35,0.6074999999999999
YES-51109-625,2024-01-31,91895-55605-LS,E-L-0.5,4,Elizabet Aizikowitz,eaizikowitzfv@virginia.edu,+44 (148) 635-3706,7835 Namekagon Alley,Ashley,United Kingdom,SN13,No,Exc,L,0.5,8.91,1.782,0.9801
EAY-89850-211,2021-02-19,43155-71724-XP,A-D-0.2,2,Herbie Peppard,,,2 International Lane,Pasadena,United States,91103,Yes,Ara,D,0.2,2.985,1.4925,0.26865
IOQ-84840-827,2021-11-12,32038-81174-JF,A-M-1,6,Cornie Venour,cvenourfx@ask.com,+1 (318) 578-8039,90 Commercial Pass,Shreveport,United States,71161,No,Ara,M,1.0,11.25,1.125,1.0125
FBD-56220-430,2024-05-16,59205-20324-NB,R-L-0.2,6,Maggy Harby,mharbyfy@163.com,,69 Jackson Junction,Pensacola,United States,32590,Yes,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996
COV-52659-202,2023-02-12,99899-54612-NX,L-M-2.5,2,Reggie Thickpenny,rthickpennyfz@cafepress.com,+1 (213) 234-9242,791 School Center,Los Angeles,United States,90035,No,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995
YUO-76652-814,2023-04-04,26248-84194-FI,A-D-0.2,6,Phyllys Ormerod,pormerodg0@redcross.org,+1 (919) 491-2772,04 Arrowood Court,Durham,United States,27705,No,Ara,D,0.2,2.985,1.4925,0.26865
PBT-36926-102,2023-08-02,19485-98072-PS,L-M-1,4,Don Flintiff,dflintiffg1@e-recht24.de,,7 Helena Junction,London,United Kingdom,WC1B,No,Lib,M,1.0,14.55,1.455,1.8915000000000002
BLV-60087-454,2024-06-08,84493-71314-WX,E-L-0.2,3,Tymon Zanetti,tzanettig2@gravatar.com,+353 (351) 897-2630,561 Cherokee Trail,Loughrea,Ireland,H62,No,Exc,L,0.2,4.455,2.2275,0.49005
BLV-60087-454,2024-06-08,84493-71314-WX,A-M-0.5,5,Tymon Zanetti,tzanettig2@gravatar.com,+353 (351) 897-2630,561 Cherokee Trail,Loughrea,Ireland,H62,No,Ara,M,0.5,6.75,1.35,0.6074999999999999
QYC-63914-195,2022-05-14,39789-43945-IV,E-L-1,3,Reinaldos Kirtley,rkirtleyg4@hatena.ne.jp,+1 (626) 635-6367,6356 Di Loreto Road,Whittier,United States,90605,Yes,Exc,L,1.0,14.85,1.4849999999999999,1.6335
OIB-77163-890,2022-12-25,38972-89678-ZM,E-L-0.5,5,Carney Clemencet,cclemencetg5@weather.com,,09240 Arkansas Point,Birmingham,United Kingdom,B40,Yes,Exc,L,0.5,8.91,1.782,0.9801
SGS-87525-238,2023-07-05,91465-84526-IJ,E-D-1,5,Russell Donet,rdonetg6@oakley.com,+1 (804) 583-2067,1 Petterle Terrace,Richmond,United States,23237,No,Exc,D,1.0,12.15,1.215,1.3365
GQR-12490-152,2021-03-14,22832-98538-RB,R-L-0.2,1,Sidney Gawen,sgaweng7@creativecommons.org,+1 (571) 317-3089,9231 Stang Drive,Sterling,United States,20167,Yes,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996
UOJ-28238-299,2023-03-07,30844-91890-ZA,R-L-0.2,6,Rickey Readie,rreadieg8@guardian.co.uk,+1 (775) 993-8273,8 Everett Court,Carson City,United States,89706,No,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996
ETD-58130-674,2023-11-05,05325-97750-WP,E-M-0.5,2,Cody Verissimo,cverissimogh@theglobeandmail.com,,18 Bluestem Avenue,Upton,United Kingdom,DN21,Yes,Exc,M,0.5,8.25,1.65,0.9075
UPF-60123-025,2022-02-06,88992-49081-AT,R-L-2.5,3,Zilvia Claisse,,+1 (612) 477-9298,529 Judy Circle,Saint Paul,United States,55123,No,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998
NQS-01613-687,2023-03-12,10204-31464-SA,L-D-0.5,1,Bar O' Mahony,bogb@elpais.com,,478 Harper Junction,Huntsville,United States,35895,Yes,Lib,D,0.5,7.77,1.5539999999999998,1.0101
MGH-36050-573,2022-08-03,75156-80911-YT,R-M-0.5,2,Valenka Stansbury,vstansburygc@unblog.fr,+1 (915) 530-3435,10283 Ramsey Hill,El Paso,United States,88553,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996
UVF-59322-459,2021-07-25,53971-49906-PZ,E-L-2.5,6,Daniel Heinonen,dheinonengd@printfriendly.com,,715 Kropf Hill,Decatur,United States,30033,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996
VET-41158-896,2022-04-29,10728-17633-ST,E-M-2.5,2,Jewelle Shenton,jshentonge@google.com.hk,+1 (650) 712-0135,46367 Waubesa Hill,Orange,United States,92668,Yes,Exc,M,2.5,31.624999999999996,1.265,3.47875
XYL-52196-459,2021-05-02,13549-65017-VE,R-D-0.2,3,Jennifer Wilkisson,jwilkissongf@nba.com,,26051 Golf Course Road,Huntington Beach,United States,92648,Yes,Rob,D,0.2,2.6849999999999996,1.3424999999999998,0.16109999999999997
BPZ-51283-916,2023-08-29,87688-42420-TO,A-M-2.5,2,Kylie Mowat,,+1 (206) 275-3973,06512 Shopko Court,Milwaukee,United States,53285,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994
VQW-91903-926,2022-03-13,05325-97750-WP,E-D-2.5,1,Cody Verissimo,cverissimogh@theglobeandmail.com,,18 Bluestem Avenue,Upton,United Kingdom,DN21,Yes,Exc,D,2.5,27.945,1.1178,3.07395
OLF-77983-457,2021-02-16,51901-35210-UI,A-L-2.5,2,Gabriel Starcks,gstarcksgi@abc.net.au,+1 (423) 903-3146,5 Northland Alley,Chattanooga,United States,37416,No,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995
MVI-04946-827,2023-11-27,62483-50867-OM,E-L-1,1,Darby Dummer,,,6664 Huxley Place,Manchester,United Kingdom,M14,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335
UOG-94188-104,2023-11-23,92753-50029-SD,A-M-0.5,5,Kienan Scholard,kscholardgk@sbwire.com,+1 (614) 199-9032,47910 Longview Place,Columbus,United States,43268,No,Ara,M,0.5,6.75,1.35,0.6074999999999999
DSN-15872-519,2023-12-02,53809-98498-SN,L-L-2.5,4,Bo Kindley,bkindleygl@wikimedia.org,+1 (650) 799-2315,2 Village Plaza,Pasadena,United States,91186,Yes,Lib,L,2.5,36.455,1.4582,4.7391499999999995
OUQ-73954-002,2021-01-06,66308-13503-KD,R-M-0.2,4,Krissie Hammett,khammettgm@dmoz.org,+1 (415) 825-4799,798 Grover Lane,San Francisco,United States,94159,Yes,Rob,M,0.2,2.985,1.4925,0.17909999999999998
LGL-16843-667,2023-05-05,82458-87830-JE,A-D-0.2,4,Alisha Hulburt,ahulburtgn@fda.gov,,7997 Artisan Crossing,Shreveport,United States,71137,Yes,Ara,D,0.2,2.985,1.4925,0.26865
TCC-89722-031,2023-10-23,41611-34336-WT,L-D-0.5,1,Peyter Lauritzen,plauritzengo@photobucket.com,+1 (215) 308-0788,833 Monument Circle,Philadelphia,United States,19141,No,Lib,D,0.5,7.77,1.5539999999999998,1.0101
TRA-79507-007,2021-12-16,70089-27418-UJ,R-L-2.5,4,Aurelia Burgwin,aburgwingp@redcross.org,+1 (314) 407-3962,0 Amoth Alley,Migrate,United States,41905,Yes,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998
MZJ-77284-941,2021-05-18,99978-56910-BN,E-L-0.2,5,Emalee Rolin,erolingq@google.fr,+1 (419) 597-8743,2 Merry Center,Toledo,United States,43666,Yes,Exc,L,0.2,4.455,2.2275,0.49005
AXN-57779-891,2021-07-14,09668-23340-IC,R-M-0.2,3,Donavon Fowle,dfowlegr@epa.gov,,1 Mockingbird Trail,Colorado Springs,United States,80945,No,Rob,M,0.2,2.985,1.4925,0.17909999999999998
PJB-15659-994,2022-11-13,39457-62611-YK,L-D-2.5,4,Jorge Bettison,,+353 (782) 457-9198,3336 Lien Plaza,Longwood,Ireland,D02,No,Lib,D,2.5,29.784999999999997,1.1913999999999998,3.8720499999999998
LTS-03470-353,2022-07-16,90985-89807-RW,A-L-2.5,5,Wang Powlesland,wpowleslandgt@soundcloud.com,+1 (412) 453-4798,2 Novick Junction,Pittsburgh,United States,15274,Yes,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995
UMM-28497-689,2022-11-03,05325-97750-WP,L-L-2.5,3,Cody Verissimo,cverissimogh@theglobeandmail.com,,18 Bluestem Avenue,Upton,United Kingdom,DN21,Yes,Lib,L,2.5,36.455,1.4582,4.7391499999999995
MJZ-93232-402,2024-03-20,17816-67941-ZS,E-D-0.2,1,Laurence Ellingham,lellinghamgv@sciencedaily.com,+1 (318) 670-8027,4286 Kingsford Crossing,Shreveport,United States,71115,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003
UHW-74617-126,2024-02-16,90816-65619-LM,E-D-2.5,2,Billy Neiland,,,02971 Alpine Court,Cleveland,United States,44105,No,Exc,D,2.5,27.945,1.1178,3.07395
RIK-61730-794,2022-11-12,69761-61146-KD,L-M-0.2,6,Ancell Fendt,afendtgx@forbes.com,+1 (414) 811-7606,6 Rutledge Trail,Milwaukee,United States,53234,Yes,Lib,M,0.2,4.365,2.1825,0.56745
IDJ-55379-750,2021-10-05,24040-20817-QB,R-M-1,4,Angelia Cleyburn,acleyburngy@lycos.com,+1 (754) 355-3802,45127 Melvin Avenue,Fort Lauderdale,United States,33345,No,Rob,M,1.0,9.95,0.9949999999999999,0.597
OHX-11953-965,2021-10-01,19524-21432-XP,E-L-2.5,2,Temple Castiglione,tcastiglionegz@xing.com,+1 (318) 820-6128,0915 Novick Avenue,Shreveport,United States,71105,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996
TVV-42245-088,2022-03-06,14398-43114-RV,A-M-0.2,4,Betti Lacasa,,+353 (930) 704-1778,4 Lindbergh Trail,Beaumont,Ireland,D17,No,Ara,M,0.2,3.375,1.6875,0.30374999999999996
DYP-74337-787,2021-10-23,41486-52502-QQ,R-M-0.5,1,Gunilla Lynch,,+1 (916) 626-5223,9945 Eagan Circle,Sacramento,United States,94207,No,Rob,M,0.5,5.97,1.194,0.35819999999999996
OKA-93124-100,2022-04-23,05325-97750-WP,R-M-0.5,5,Cody Verissimo,cverissimogh@theglobeandmail.com,,18 Bluestem Avenue,Upton,United Kingdom,DN21,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996
IXW-20780-268,2022-06-24,20236-64364-QL,L-L-2.5,2,Shay Couronne,scouronneh3@mozilla.org,+1 (701) 894-8081,67 David Lane,Fargo,United States,58122,Yes,Lib,L,2.5,36.455,1.4582,4.7391499999999995
NGG-24006-937,2023-03-16,29102-40100-TZ,E-M-2.5,4,Linus Flippelli,lflippellih4@github.io,+44 (200) 860-6521,3657 International Terrace,Middleton,United Kingdom,LE16,No,Exc,M,2.5,31.624999999999996,1.265,3.47875
JZC-31180-557,2022-04-07,09171-42203-EB,L-M-2.5,1,Rachelle Elizabeth,relizabethh5@live.com,+1 (918) 203-3263,2668 Dixon Plaza,Tulsa,United States,74184,No,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995
ZMU-63715-204,2023-09-30,29060-75856-UI,E-D-1,6,Innis Renhard,irenhardh6@i2i.jp,+1 (646) 225-6560,73184 Fieldstone Junction,New York City,United States,10045,Yes,Exc,D,1.0,12.15,1.215,1.3365
GND-08192-056,2024-05-01,17088-16989-PL,L-D-0.5,2,Winne Roche,wrocheh7@xinhuanet.com,+1 (317) 439-5584,378 Scofield Place,Seminole,United States,34642,Yes,Lib,D,0.5,7.77,1.5539999999999998,1.0101
RYY-38961-093,2023-01-21,14756-18321-CL,A-M-0.2,6,Linn Alaway,lalawayhh@weather.com,,5602 Florence Avenue,Fort Lauderdale,United States,33345,No,Ara,M,0.2,3.375,1.6875,0.30374999999999996
